srians	Fe	RBAave	RBAr630
BS1651	0	0.091	0.6536
BS1652	0	0.5056	0.6536
BS1653	0	0.2796	0.6536
BS1654	0	0.4112	0.6536
BS1655	0	0.4421	0.6536
BS1656	0	0.4522	0.6536
BS1657	0	0.0763	0.6536
BS1658	0	0.0641	0.6536
BS1659	0	0.299	0.6536
BS1660	0	0.0696	0.6536
BS1661	0	0.3115	0.6536
BS1662	0	0.3166	0.6536
BS1663	0	0.3168	0.6536
BS1664	0	0.3678	0.6536
BS1665	0	0.3614	0.6536
BS1666	0	0.4088	0.6536
BS1667	0	0.3752	0.6536
BS1668	0	0.2261	0.6536
BS1669	0	0.3542	0.6536
BS1670	0	0.3729	0.6536
BS1671	0	0.3629	0.6536
BS1672	0	0.2455	0.6536
BS1673	0	0.0574	0.6536
BS1674	0	0.3999	0.6536
BS1675	0	0.2239	0.6536
BS1676	0	0.3938	0.6536
BS1677	0	0.1083	0.6536
BS1678	0	0.0738	0.6536
BS1679	0	0.4644	0.6536
BS1680	0	0.4242	0.6536
BS1681	0	0.47	0.6536
BS1682	0	0.0623	0.6536
BS1683	0	0.0566	0.6536
BS1684	0	0.3515	0.6536
BS1685	0	0.4538	0.6536
BS1686	0	0.3382	0.6536
BS1687	0	0.455	0.6536
BS1688	0	0.4762	0.6536
BS1689	0	0.4558	0.6536
BS1690	0	0.0815	0.6536
BS1691	0	0.4366	0.6536
BS1692	0	0.1229	0.6536
BS1693	0	0.4426	0.6536
BS1694	0	0.4074	0.6536
BS1695	0	0.0742	0.6536
BS1696	0	0.3615	0.6536
BS1697	0	0.0574	0.6536
BS1698	0	0.4726	0.6536
BS1699	0	0.0563	0.6536
BS1700	0	0.0437	0.6536
BS1701	0	0.2067	0.6536
BS1702	0	0.4896	0.6536
BS1703	0	0.0568	0.6536
BS1704	0	0.1708	0.6536
BS1705	0	0.5444	0.6536
BS1706	0	0.083	0.6536
BS1707	0	0.0701	0.6536
BS1708	0	0.0605	0.6536
BS1709	0	0.0725	0.6536
BS1710	0	0.0571	0.6536
BS1711	0	0.0669	0.6536
BS1712	0	0.0504	0.6536
BS1713	0	0.1133	0.6536
BS1714	0	0.0558	0.6536
BS1715	0	0.0863	0.6536
BS1716	0	0.1611	0.6536
BS1717	0	0.3692	0.6536
BS1718	0	0.3036	0.6536
BS1719	0	0.056	0.6536
BS1720	0	0.0589	0.6536
BS1721	0	0.256	0.6536
BS1722	0	0.4892	0.6536
BS1723	0	0.0649	0.6536
BS1724	0	0.0688	0.6536
BS1725	0	0.3667	0.6536
BS1726	0	0.4438	0.6536
BS1727	0	0.2791	0.6536
BS1728	0	0.067	0.6536
BS1729	0	0.0458	0.6536
BS1730	0	0.3607	0.6536
BS1731	0	0.1469	0.6536
BS1732	0	0.0886	0.6536
BS1733	0	0.3514	0.6536
BS1734	0	0.3391	0.6536
BS1735	0	0.0556	0.6536
BS1736	0	0.0566	0.6536
BS1737	0	0.223	0.6536
BS1738	0	0.0669	0.6536
BS1739	0	0.3425	0.6536
BS1740	0	0.0856	0.6536
BS1741	0	0.0818	0.6536
BS1742	0	0.0529	0.6536
BS1743	0	0.0442	0.6536
BS1744	0	0.4571	0.6536
BS1745	0	0.3402	0.6536
BS1746	0	0.4747	0.6536
BS1747	0	0.4507	0.6536
BS1748	0	0.0794	0.6536
BS1749	0	0.0759	0.6536
BS1750	0	0.4378	0.6536
BS1751	0	0.0619	0.6536
BS1752	0	0.5377	0.6536
BS1753	0	0.4807	0.6536
BS1754	0	0.4719	0.6536
BS1755	0	0.485	0.6536
BS1756	0	0.2465	0.6536
BS1757	0	0.0816	0.6536
BS1758	0	0.0435	0.6536
BS1759	0	0.0872	0.6536
BS1760	0	0.2043	0.6536
BS1761	0	0.4782	0.6536
BS1762	0	0.0873	0.6536
BS1763	0	0.4574	0.6536
BS1764	0	0.0691	0.6536
BS1765	0	0.3766	0.6536
BS1766	0	0.4892	0.6536
BS1767	0	0.3207	0.6536
BS1768	0	0.0852	0.6536
BS1769	0	0.4472	0.6536
BS1770	0	0.0616	0.6536
BS1771	0	0.4001	0.6536
BS1772	0	0.4969	0.6536
BS1773	0	0.4584	0.6536
BS1774	0	0.0983	0.6536
BS1775	0	0.1739	0.6536
BS1776	0	0.4787	0.6536
BS1777	0	0.4346	0.6536
BS1778	0	0.4962	0.6536
BS1779	0	0.4947	0.6536
BS1780	0	0.1992	0.6536
BS1781	0	0.0555	0.6536
BS1782	0	0.4734	0.6536
BS1783	0	0.3494	0.6536
BS1784	0	0.4262	0.6536
BS1785	0	0.3146	0.6536
BS1786	0	0.4448	0.6536
BS1787	0	0.0516	0.6536
BS1788	0	0.5117	0.6536
BS1789	0	0.0518	0.6536
BS1790	0	0.0556	0.6536
BS1791	0	0.0616	0.6536
BS1792	0	0.0986	0.6536
BS1793	0	0.0522	0.6536
BS1794	0	0.1417	0.6536
BS1795	0	0.1098	0.6536
BS1796	0	0.0763	0.6536
BS1797	0	0.0707	0.6536
BS1798	0	0.4771	0.6536
BS1799	0	0.0562	0.6536
BS1800	0	0.4902	0.6536
BS1801	0	0.0844	0.6536
BS1802	0	0.3109	0.6536
BS1803	0	0.4013	0.6536
BS1804	0	0.292	0.6536
BS1805	0	0.0514	0.6536
BS1806	0	0.0512	0.6536
BS1807	0	0.4317	0.6536
BS1808	0	0.2221	0.6536
BS1809	0	0.4063	0.6536
BS1810	0	0.0656	0.6536
BS1811	0	0.4784	0.6536
BS1812	0	0.4778	0.6536
BS1813	0	0.0708	0.6536
BS1814	0	0.0572	0.6536
BS1815	0	0.2616	0.6536
BS1816	0	0.055	0.6536
BS1817	0	0.0818	0.6536
BS1818	0	0.0826	0.6536
BS1819	0	0.0869	0.6536
BS1820	0	0.0803	0.6536
BS1821	0	0.0688	0.6536
BS1822	0	0.0566	0.6536
BS1823	0	0.2194	0.6536
BS1824	0	0.4448	0.6536
BS1825	0	0.4601	0.6536
BS1826	0	0.4908	0.6536
BS1827	0	0.4673	0.6536
BS1828	0	0.041	0.6536
BS1829	0	0.0917	0.6536
BS1830	0	0.0996	0.6536
BS1831	0	0.11	0.6536
BS1832	0	0.0497	0.6536
BS1833	0	0.4641	0.6536
BS1834	0	0.4585	0.6536
BS1835	0	0.0571	0.6536
BS1836	0	0.0637	0.6536
BS1837	0	0.2233	0.6536
BS1838	0	0.0557	0.6536
BS1839	0	0.4271	0.6536
BS1840	0	0.468	0.6536
BS1841	0	0.5063	0.6536
BS1842	0	0.0476	0.6536
BS1843	0	0.0966	0.6536
BS1844	0	0.1802	0.6536
BS1845	0	0.0671	0.6536
BS1846	0	0.0554	0.6536
BS1847	0	0.0498	0.6536
BS1848	0	0.481	0.6536
BS1849	0	0.044	0.6536
BS1850	0	0.0559	0.6536
BS1851	0	0.0504	0.6536
BS1852	0	0.0563	0.6536
BS1853	0	0.0889	0.6536
BS1854	0	0.4894	0.6536
BS1855	0	0.0479	0.6536
BS1856	0	0.4834	0.6536
BS1857	0	0.0464	0.6536
BS1858	0	0.4795	0.6536
BS1859	0	0.4758	0.6536
BS1860	0	0.3997	0.6536
BS1861	0	0.4707	0.6536
BS1862	0	0.3423	0.6536
BS1863	0	0.098	0.6536
BS1864	0	0.0807	0.6536
BS1865	0	0.0455	0.6536
BS1866	0	0.1322	0.6536
BS1867	0	0.0483	0.6536
BS1868	0	0.1793	0.6536
BS1869	0	0.1085	0.6536
BS1870	0	0.5097	0.6536
BS1871	0	0.4011	0.6536
BS1872	0	0.1383	0.6536
BS1873	0	0.0587	0.6536
BS1874	0	0.0503	0.6536
BS1875	0	0.0729	0.6536
BS1876	0	0.3111	0.6536
BS1877	0	0.081	0.6536
BS1878	0	0.2434	0.6536
BS1879	0	0.4554	0.6536
BS1880	0	0.0494	0.6536
BS1881	0	0.0706	0.6536
BS1882	0	0.0602	0.6536
BS1883	0	0.0555	0.6536
BS1884	0	0.312	0.6536
BS1885	0	0.0505	0.6536
BS1886	0	0.3878	0.6536
BS1887	0	0.4006	0.6536
BS1888	0	0.0935	0.6536
BS1889	0	0.1429	0.6536
BS1890	0	0.0587	0.6536
BS1891	0	0.1087	0.6536
BS1892	0	0.4525	0.6536
BS1893	0	0.4698	0.6536
BS1894	0	0.0873	0.6536
BS1895	0	0.0683	0.6536
BS1896	0	0.0884	0.6536
BS1897	0	0.0572	0.6536
BS1898	0	0.0602	0.6536
BS1899	0	0.0484	0.6536
BS1900	0	0.0487	0.6536
BS1901	0	0.0536	0.6536
BS1902	0	0.0701	0.6536
BS1903	0	0.052	0.6536
BS1904	0	0.182	0.6536
BS1905	0	0.1287	0.6536
BS1906	0	0.3344	0.6536
BS1907	0	0.3037	0.6536
BS1908	0	0.0619	0.6536
BS1909	0	0.0482	0.6536
BS1910	0	0.3196	0.6536
BS1911	0	0.3195	0.6536
BS1912	0	0.0527	0.6536
BS1913	0	0.3322	0.6536
BS1914	0	0.2743	0.6536
BS1915	0	0.0485	0.6536
BS1916	0	0.3479	0.6536
BS1917	0	0.3427	0.6536
BS1918	0	0.0472	0.6536
BS1919	0	0.0507	0.6536
BS1920	0	0.0692	0.6536
BS1921	0	0.0524	0.6536
BS1922	0	0.0523	0.6536
BS1923	0	0.3774	0.6536
BS1924	0	0.0505	0.6536
BS1925	0	0.0474	0.6536
BS1926	0	0.0431	0.6536
BS1927	0	0.0493	0.6536
BS1928	0	0.0506	0.6536
BS1929	0	0.3335	0.6536
BS1930	0	0.3076	0.6536
BS1931	0	0.0415	0.6536
BS1932	0	0.0495	0.6536
BS1933	0	0.352	0.6536
BS1934	0	0.0489	0.6536
BS1935	0	0.3633	0.6536
BS1936	0	0.3511	0.6536
BS1937	0	0.3368	0.6536
BS1938	0	0.0552	0.6536
BS1939	0	0.0498	0.6536
BS1940	0	0.0569	0.6536
BS1941	0	0.0576	0.6536
BS1942	0	0.0497	0.6536
BS1943	0	0.3361	0.6536
BS1944	0	0.0525	0.6536
BS1945	0	0.1565	0.6536
BS1946	0	0.049	0.6536
BS1947	0	0.0543	0.6536
BS1948	0	0.2853	0.6536
BS1949	0	0.0559	0.6536
BS1950	0	0.0573	0.6536
BS1951	0	0.0709	0.6536
BS1952	0	0.0419	0.6536
BS1953	0	0.0491	0.6536
BS1954	0	0.0437	0.6536
BS1955	0	0.0482	0.6536
BS1956	0	0.0474	0.6536
BS1957	0	0.0591	0.6536
BS1958	0	0.0632	0.6536
BS1959	0	0.0544	0.6536
BS1960	0	0.2204	0.6536
BS1961	0	0.0517	0.6536
BS1962	0	0.3569	0.6536
BS1963	0	0.0514	0.6536
BS1964	0	0.0519	0.6536
BS1965	0	0.0494	0.6536
BS1966	0	0.1004	0.6536
BS1967	0	0.065	0.6536
BS1968	0	0.2934	0.6536
BS1969	0	0.2205	0.6536
BS1970	0	0.0608	0.6536
BS1971	0	0.0495	0.6536
BS1972	0	0.0531	0.6536
BS1973	0	0.0502	0.6536
BS1974	0	0.1493	0.6536
BS1975	0	0.0515	0.6536
BS1976	0	0.0899	0.6536
BS1977	0	0.0477	0.6536
BS1978	0	0.3386	0.6536
BS1979	0	0.0682	0.6536
BS1980	0	0.3519	0.6536
BS1981	0	0.0534	0.6536
BS1982	0	0.1191	0.6536
BS1983	0	0.3662	0.6536
BS1984	0	0.0641	0.6536
BS1985	0	0.0669	0.6536
BS1986	0	0.0488	0.6536
BS1987	0	0.0528	0.6536
BS1988	0	0.0535	0.6536
BS1989	0	0.1339	0.6536
BS1990	0	0.2404	0.6536
BS1991	0	0.1818	0.6536
BS1992	0	0.2166	0.6536
BS1993	0	0.0491	0.6536
BS1994	0	0.3289	0.6536
BS1995	0	0.3654	0.6536
BS1996	0	0.5032	0.6536
BS1997	0	0.3271	0.6536
BS1998	0	0.366	0.6536
BS1999	0	0.0496	0.6536
BS2000	0	0.3398	0.6536
BS2001	0	0.4065	0.6536
BS2002	0	0.0524	0.6536
BS2003	0	0.3869	0.6536
BS2004	0	0.0494	0.6536
BS2005	0	0.4618	0.6536
BS2006	0	0.4622	0.6536
BS2007	0	0.0529	0.6536
BS2008	0	0.3876	0.6536
BS2009	0	0.308	0.6536
BS2010	0	0.0623	0.6536
BS2011	0	0.0514	0.6536
BS2012	0	0.2865	0.6536
BS2013	0	0.4882	0.6536
BS2014	0	0.487	0.6536
BS2015	0	0.0556	0.6536
BS2016	0	0.3407	0.6536
BS2017	0	0.2969	0.6536
BS2018	0	0.0521	0.6536
BS2019	0	0.0661	0.6536
BS2020	0	0.0509	0.6536
BS2021	0	0.0543	0.6536
BS2022	0	0.0519	0.6536
BS2023	0	0.3873	0.6536
BS2024	0	0.0749	0.6536
BS2025	0	0.0552	0.6536
BS2026	0	0.0509	0.6536
BS2027	0	0.0515	0.6536
BS2028	0	0.056	0.6536
BS2029	0	0.0606	0.6536
BS2030	0	0.0596	0.6536
BS2031	0	0.0517	0.6536
BS2032	0	0.4945	0.6536
BS2033	0	0.0741	0.6536
BS2034	0	0.0558	0.6536
BS2035	0	0.0538	0.6536
BS2036	0	0.0851	0.6536
BS2037	0	0.0846	0.6536
BS2038	0	0.2668	0.6536
BS2039	0	0.0562	0.6536
BS2040	0	0.0555	0.6536
BS2041	0	0.0499	0.6536
BS2042	0	0.5076	0.6536
BS2043	0	0.0561	0.6536
BS2044	0	0.0875	0.6536
BS2045	0	0.0679	0.6536
BS2046	0	0.0965	0.6536
BS2047	0	0.4843	0.6536
BS2048	0	0.0988	0.6536
BS2049	0	0.0924	0.6536
BS2050	0	0.3286	0.6536
BS2051	0	0.0444	0.6536
BS2052	0	0.2814	0.6536
BS2053	0	0.1445	0.6536
BS2054	0	0.0488	0.6536
BS2055	0	0.081	0.6536
BS2056	0	0.0578	0.6536
BS2057	0	0.05	0.6536
BS2058	0	0.0567	0.6536
BS2059	0	0.3544	0.6536
BS2060	0	0.0634	0.6536
BS2061	0	0.0559	0.6536
BS2062	0	0.3505	0.6536
BS2063	0	0.0548	0.6536
BS2064	0	0.2952	0.6536
BS2065	0	0.0887	0.6536
BS2066	0	0.0484	0.6536
BS2067	0	0.1005	0.6536
BS2068	0	0.0505	0.6536
BS2069	0	0.0552	0.6536
BS2070	0	0.0784	0.6536
BS2071	0	0.3595	0.6536
BS2072	0	0.4617	0.6536
BS2073	0	0.0495	0.6536
BS2074	0	0.0515	0.6536
BS2075	0	0.0495	0.6536
BS2076	0	0.05	0.6536
BS2077	0	0.0859	0.6536
BS2078	0	0.0685	0.6536
BS2079	0	0.2639	0.6536
BS2080	0	0.0517	0.6536
BS2081	0	0.0496	0.6536
BS2082	0	0.0525	0.6536
BS2083	0	0.0766	0.6536
BS2084	0	0.0575	0.6536
BS2085	0	0.1003	0.6536
BS2086	0	0.0494	0.6536
BS2087	0	0.0573	0.6536
BS2088	0	0.1988	0.6536
BS2089	0	0.1433	0.6536
BS2090	0	0.2272	0.6536
BS2091	0	0.0488	0.6536
BS2092	0	0.2813	0.6536
BS2093	0	0.0506	0.6536
BS2094	0	0.0706	0.6536
BS2095	0	0.3837	0.6536
BS2096	0	0.2878	0.6536
BS2097	0	0.469	0.6536
BS2098	0	0.4471	0.6536
BS2099	0	0.4694	0.6536
BS2100	0	0.0851	0.6536
BS2101	0	0.0496	0.6536
BS2102	0	0.044	0.6536
BS2103	0	0.0597	0.6536
BS2104	0	0.0497	0.6536
BS2105	0	0.0466	0.6536
BS2106	0	0.0507	0.6536
BS2107	0	0.3104	0.6536
BS2108	0	0.0555	0.6536
BS2109	0	0.0575	0.6536
BS2110	0	0.4935	0.6536
BS2111	0	0.0551	0.6536
BS2112	0	0.0516	0.6536
BS2113	0	0.2905	0.6536
BS2114	0	0.0525	0.6536
BS2115	0	0.0499	0.6536
BS2116	0	0.0511	0.6536
BS2117	0	0.19	0.6536
BS2118	0	0.0443	0.6536
BS2119	0	0.0577	0.6536
BS2120	0	0.049	0.6536
BS2121	0	0.3384	0.6536
BS2122	0	0.1004	0.6536
BS2123	0	0.336	0.6536
BS2124	0	0.4852	0.6536
BS2125	0	0.4893	0.6536
BS2126	0	0.1162	0.6536
BS2127	0	0.0537	0.6536
BS2128	0	0.0841	0.6536
BS2129	0	0.2918	0.6536
BS2130	0	0.0496	0.6536
BS2131	0	0.1031	0.6536
BS2132	0	0.0474	0.6536
BS2133	0	0.3125	0.6536
BS2134	0	0.3629	0.6536
BS2135	0	0.4402	0.6536
BS2136	0	0.4541	0.6536
BS2137	0	0.0566	0.6536
BS2138	0	0.071	0.6536
BS2139	0	0.4195	0.6536
BS2140	0	0.3189	0.6536
BS2141	0	0.3577	0.6536
BS2142	0	0.3361	0.6536
BS2143	0	0.0928	0.6536
BS2144	0	0.0521	0.6536
BS2145	0	0.1516	0.6536
BS2146	0	0.0579	0.6536
BS2147	0	0.2166	0.6536
BS2148	0	0.4217	0.6536
BS2149	0	0.0498	0.6536
BS2150	0	0.0621	0.6536
BS0001	1	0.6234	0.6536
BS0002	1	0.4929	0.6536
BS0003	1	0.3511	0.6536
BS0004	1	0.3919	0.6536
BS0005	1	0.3794	0.6536
BS0006	1	0.5539	0.6536
BS0007	1	0.5404	0.6536
BS0008	1	0.3568	0.6536
BS0009	1	0.6045	0.6536
BS0010	1	0.2244	0.6536
BS0011	1	0.2812	0.6536
BS0012	1	0.6021	0.6536
BS0013	1	0.5433	0.6536
BS0014	1	0.5683	0.6536
BS0015	1	0.5497	0.6536
BS0016	1	0.5674	0.6536
BS0017	1	0.5687	0.6536
BS0018	1	0.158	0.6536
BS0019	1	0.5617	0.6536
BS0020	1	0.3602	0.6536
BS0021	1	0.5439	0.6536
BS0022	1	0.1587	0.6536
BS0023	1	0.5414	0.6536
BS0024	1	0.4926	0.6536
BS0025	1	0.5799	0.6536
BS0026	1	0.5398	0.6536
BS0027	1	0.57	0.6536
BS0028	1	0.5679	0.6536
BS0029	1	0.3138	0.6536
BS0030	1	0.5171	0.6536
BS0031	1	0.4728	0.6536
BS0032	1	0.598	0.6536
BS0033	1	0.5676	0.6536
BS0034	1	0.54	0.6536
BS0035	1	0.4852	0.6536
BS0036	1	0.4864	0.6536
BS0037	1	0.5407	0.6536
BS0038	1	0.5547	0.6536
BS0039	1	0.4817	0.6536
BS0040	1	0.503	0.6536
BS0041	1	0.341	0.6536
BS0042	1	0.5092	0.6536
BS0043	1	0.4969	0.6536
BS0044	1	0.521	0.6536
BS0045	1	0.4964	0.6536
BS0046	1	0.5579	0.6536
BS0047	1	0.5228	0.6536
BS0048	1	0.4662	0.6536
BS0049	1	0.4917	0.6536
BS0050	1	0.5053	0.6536
BS0051	1	0.5013	0.6536
BS0052	1	0.4736	0.6536
BS0053	1	0.4745	0.6536
BS0054	1	0.556	0.6536
BS0055	1	0.307	0.6536
BS0056	1	0.5524	0.6536
BS0057	1	0.5193	0.6536
BS0058	1	0.4657	0.6536
BS0059	1	0.4465	0.6536
BS0060	1	0.4137	0.6536
BS0061	1	0.4883	0.6536
BS0062	1	0.4747	0.6536
BS0063	1	0.4988	0.6536
BS0064	1	0.4668	0.6536
BS0065	1	0.5994	0.6536
BS0066	1	0.4668	0.6536
BS0067	1	0.5349	0.6536
BS0068	1	0.6136	0.6536
BS0069	1	0.4523	0.6536
BS0070	1	0.5775	0.6536
BS0071	1	0.5987	0.6536
BS0072	1	0.5775	0.6536
BS0073	1	0.4942	0.6536
BS0074	1	0.2759	0.6536
BS0075	1	0.4467	0.6536
BS0076	1	0.4844	0.6536
BS0077	1	0.4821	0.6536
BS0078	1	0.4277	0.6536
BS0079	1	0.5204	0.6536
BS0080	1	0.4898	0.6536
BS0081	1	0.4936	0.6536
BS0082	1	0.4874	0.6536
BS0083	1	0.5217	0.6536
BS0084	1	0.3563	0.6536
BS0085	1	0.3311	0.6536
BS0086	1	0.319	0.6536
BS0087	1	0.3318	0.6536
BS0088	1	0.4729	0.6536
BS0089	1	0.4331	0.6536
BS0090	1	0.5115	0.6536
BS0091	1	0.3424	0.6536
BS0092	1	0.3098	0.6536
BS0093	1	0.3423	0.6536
BS0094	1	0.5307	0.6536
BS0095	1	0.353	0.6536
BS0096	1	0.6151	0.6536
BS0097	1	0.62	0.6536
BS0098	1	0.2988	0.6536
BS0099	1	0.359	0.6536
BS0100	1	0.3971	0.6536
BS0101	1	0.4672	0.6536
BS0102	1	0.3879	0.6536
BS0103	1	0.4641	0.6536
BS0104	1	0.4632	0.6536
BS0105	1	0.4521	0.6536
BS0106	1	0.4345	0.6536
BS0107	1	0.5023	0.6536
BS0108	1	0.5033	0.6536
BS0109	1	0.4684	0.6536
BS0110	1	0.3696	0.6536
BS0111	1	0.3352	0.6536
BS0112	1	0.3654	0.6536
BS0113	1	0.3857	0.6536
BS0114	1	0.4884	0.6536
BS0115	1	0.3921	0.6536
BS0116	1	0.3559	0.6536
BS0117	1	0.3777	0.6536
BS0118	1	0.4362	0.6536
BS0119	1	0.4087	0.6536
BS0120	1	0.4981	0.6536
BS0121	1	0.4146	0.6536
BS0122	1	0.3416	0.6536
BS0123	1	0.4106	0.6536
BS0124	1	0.1602	0.6536
BS0125	1	0.5225	0.6536
BS0126	1	0.5741	0.6536
BS0127	1	0.3749	0.6536
BS0128	1	0.3599	0.6536
BS0129	1	0.4005	0.6536
BS0130	1	0.4131	0.6536
BS0131	1	0.4428	0.6536
BS0132	1	0.4602	0.6536
BS0133	1	0.4993	0.6536
BS0134	1	0.4627	0.6536
BS0135	1	0.1695	0.6536
BS0136	1	0.4901	0.6536
BS0137	1	0.4528	0.6536
BS0138	1	0.4418	0.6536
BS0139	1	0.3628	0.6536
BS0140	1	0.4784	0.6536
BS0141	1	0.383	0.6536
BS0142	1	0.5007	0.6536
BS0143	1	0.5204	0.6536
BS0144	1	0.3595	0.6536
BS0145	1	0.53	0.6536
BS0146	1	0.4374	0.6536
BS0147	1	0.3964	0.6536
BS0148	1	0.4735	0.6536
BS0149	1	0.3456	0.6536
BS0150	1	0.5491	0.6536
BS0151	1	0.4638	0.6536
BS0152	1	0.4514	0.6536
BS0153	1	0.4436	0.6536
BS0154	1	0.3819	0.6536
BS0155	1	0.3914	0.6536
BS0156	1	0.3543	0.6536
BS0157	1	0.3952	0.6536
BS0158	1	0.5066	0.6536
BS0159	1	0.4006	0.6536
BS0160	1	0.3942	0.6536
BS0161	1	0.4255	0.6536
BS0162	1	0.4324	0.6536
BS0163	1	0.4359	0.6536
BS0164	1	0.4372	0.6536
BS0165	1	0.3767	0.6536
BS0166	1	0.4128	0.6536
BS0167	1	0.5488	0.6536
BS0168	1	0.4183	0.6536
BS0169	1	0.5021	0.6536
BS0170	1	0.4747	0.6536
BS0171	1	0.495	0.6536
BS0172	1	0.341	0.6536
BS0173	1	0.47	0.6536
BS0174	1	0.4607	0.6536
BS0175	1	0.4429	0.6536
BS0176	1	0.4411	0.6536
BS0177	1	0.5168	0.6536
BS0178	1	0.4809	0.6536
BS0179	1	0.2574	0.6536
BS0180	1	0.5692	0.6536
BS0181	1	0.5682	0.6536
BS0182	1	0.5625	0.6536
BS0183	1	0.6209	0.6536
BS0184	1	0.4866	0.6536
BS0185	1	0.4235	0.6536
BS0186	1	0.4135	0.6536
BS0187	1	0.3933	0.6536
BS0188	1	0.5399	0.6536
BS0189	1	0.3372	0.6536
BS0190	1	0.4226	0.6536
BS0191	1	0.5003	0.6536
BS0192	1	0.5681	0.6536
BS0193	1	0.3993	0.6536
BS0194	1	0.3768	0.6536
BS0195	1	0.6191	0.6536
BS0196	1	0.5694	0.6536
BS0197	1	0.3761	0.6536
BS0198	1	0.5251	0.6536
BS0199	1	0.5241	0.6536
BS0200	1	0.5331	0.6536
BS0201	1	0.5015	0.6536
BS0202	1	0.3559	0.6536
BS0203	1	0.267	0.6536
BS0204	1	0.4955	0.6536
BS0205	1	0.4223	0.6536
BS0206	1	0.5198	0.6536
BS0207	1	0.3598	0.6536
BS0208	1	0.4657	0.6536
BS0209	1	0.1446	0.6536
BS0210	1	0.3286	0.6536
BS0211	1	0.1104	0.6536
BS0212	1	0.4308	0.6536
BS0213	1	0.4626	0.6536
BS0214	1	0.6007	0.6536
BS0215	1	0.3922	0.6536
BS0216	1	0.4675	0.6536
BS0217	1	0.4772	0.6536
BS0218	1	0.441	0.6536
BS0219	1	0.3504	0.6536
BS0220	1	0.505	0.6536
BS0221	1	0.4334	0.6536
BS0222	1	0.4777	0.6536
BS0223	1	0.4905	0.6536
BS0224	1	0.5419	0.6536
BS0225	1	0.5651	0.6536
BS0226	1	0.4128	0.6536
BS0227	1	0.3563	0.6536
BS0228	1	0.5641	0.6536
BS0229	1	0.5558	0.6536
BS0230	1	0.4652	0.6536
BS0231	1	0.4684	0.6536
BS0232	1	0.4654	0.6536
BS0233	1	0.4851	0.6536
BS0234	1	0.5458	0.6536
BS0235	1	0.4102	0.6536
BS0236	1	0.5934	0.6536
BS0237	1	0.4212	0.6536
BS0238	1	0.4843	0.6536
BS0239	1	0.3543	0.6536
BS0240	1	0.5097	0.6536
BS0241	1	0.4809	0.6536
BS0242	1	0.5063	0.6536
BS0243	1	0.4477	0.6536
BS0244	1	0.2547	0.6536
BS0245	1	0.49	0.6536
BS0246	1	0.4488	0.6536
BS0247	1	0.4757	0.6536
BS0248	1	0.5661	0.6536
BS0249	1	0.4973	0.6536
BS0250	1	0.423	0.6536
BS0251	1	0.4658	0.6536
BS0252	1	0.4324	0.6536
BS0253	1	0.4792	0.6536
BS0254	1	0.5758	0.6536
BS0255	1	0.3943	0.6536
BS0256	1	0.5872	0.6536
BS0257	1	0.4892	0.6536
BS0258	1	0.4669	0.6536
BS0259	1	0.4798	0.6536
BS0260	1	0.4464	0.6536
BS0261	1	0.5288	0.6536
BS0262	1	0.476	0.6536
BS0263	1	0.5357	0.6536
BS0264	1	0.5987	0.6536
BS0265	1	0.4867	0.6536
BS0266	1	0.5262	0.6536
BS0267	1	0.5508	0.6536
BS0268	1	0.565	0.6536
BS0269	1	0.5279	0.6536
BS0270	1	0.2098	0.6536
BS0271	1	0.4301	0.6536
BS0272	1	0.2444	0.6536
BS0273	1	0.4185	0.6536
BS0274	1	0.6259	0.6536
BS0275	1	0.5139	0.6536
BS0276	1	0.5108	0.6536
BS0277	1	0.5461	0.6536
BS0278	1	0.6052	0.6536
BS0279	1	0.2326	0.6536
BS0280	1	0.5203	0.6536
BS0281	1	0.4812	0.6536
BS0282	1	0.3673	0.6536
BS0283	1	0.1856	0.6536
BS0284	1	0.5267	0.6536
BS0285	1	0.6095	0.6536
BS0286	1	0.4352	0.6536
BS0287	1	0.4717	0.6536
BS0288	1	0.5675	0.6536
BS0289	1	0.48	0.6536
BS0290	1	0.4992	0.6536
BS0291	1	0.5041	0.6536
BS0292	1	0.6242	0.6536
BS0293	1	0.4826	0.6536
BS0294	1	0.4609	0.6536
BS0295	1	0.3343	0.6536
BS0296	1	0.3165	0.6536
BS0297	1	0.3851	0.6536
BS0298	1	0.4745	0.6536
BS0299	1	0.454	0.6536
BS0300	1	0.5675	0.6536
BS0301	1	0.4805	0.6536
BS0302	1	0.5019	0.6536
BS0303	1	0.5169	0.6536
BS0304	1	0.4332	0.6536
BS0305	1	0.5067	0.6536
BS0306	1	0.4703	0.6536
BS0307	1	0.4107	0.6536
BS0308	1	0.5287	0.6536
BS0309	1	0.5238	0.6536
BS0310	1	0.4847	0.6536
BS0311	1	0.5199	0.6536
BS0312	1	0.4377	0.6536
BS0313	1	0.5983	0.6536
BS0314	1	0.5008	0.6536
BS0315	1	0.5267	0.6536
BS0316	1	0.4925	0.6536
BS0317	1	0.4933	0.6536
BS0318	1	0.464	0.6536
BS0319	1	0.4933	0.6536
BS0320	1	0.2464	0.6536
BS0321	1	0.5702	0.6536
BS0322	1	0.5009	0.6536
BS0323	1	0.5348	0.6536
BS0324	1	0.4886	0.6536
BS0325	1	0.4311	0.6536
BS0326	1	0.5583	0.6536
