srians	Fe	RBAave	RBAr630
BS1154	1	0.4465	0.6536
BS1155	1	0.4929	0.6536
BS1156	1	0.5228	0.6536
BS1157	1	0.5962	0.6536
BS1158	1	0.5519	0.6536
BS1159	1	0.4631	0.6536
BS1160	1	0.515	0.6536
BS1161	1	0.5827	0.6536
BS1162	1	0.4955	0.6536
BS1163	1	0.4641	0.6536
BS1164	1	0.4862	0.6536
BS1165	1	0.5373	0.6536
BS1166	1	0.5706	0.6536
BS1167	1	0.5813	0.6536
BS1168	1	0.4986	0.6536
BS1169	1	0.5125	0.6536
BS1170	1	0.4608	0.6536
BS1171	1	0.5079	0.6536
BS1172	1	0.4845	0.6536
BS1173	1	0.4636	0.6536
BS1174	1	0.5979	0.6536
BS1175	1	0.4512	0.6536
BS1176	1	0.5455	0.6536
BS1177	1	0.539	0.6536
BS1178	1	0.5155	0.6536
BS1179	1	0.4857	0.6536
BS1180	1	0.4882	0.6536
BS1181	1	0.5718	0.6536
BS1182	1	0.479	0.6536
BS1183	1	0.5531	0.6536
BS1184	1	0.4994	0.6536
BS1185	1	0.4745	0.6536
BS1186	1	0.459	0.6536
BS1187	1	0.5357	0.6536
BS1188	1	0.5797	0.6536
BS1189	1	0.5326	0.6536
BS1190	1	0.5223	0.6536
BS1191	1	0.5386	0.6536
BS1192	1	0.4148	0.6536
BS1193	1	0.4975	0.6536
BS1194	1	0.4824	0.6536
BS1195	1	0.5087	0.6536
BS1196	1	0.4987	0.6536
BS1197	1	0.5341	0.6536
BS1198	1	0.4597	0.6536
BS1199	1	0.595	0.6536
BS1200	1	0.5434	0.6536
BS1201	1	0.5056	0.6536
BS1202	1	0.532	0.6536
BS1203	1	0.4724	0.6536
BS1204	1	0.0846	0.6536
BS1205	1	0.4575	0.6536
BS1206	1	0.48	0.6536
BS1207	1	0.5014	0.6536
BS1208	1	0.5002	0.6536
BS1209	1	0.5212	0.6536
BS1210	1	0.5101	0.6536
BS1211	1	0.5114	0.6536
BS1212	1	0.5123	0.6536
BS1213	1	0.5483	0.6536
BS1214	1	0.5586	0.6536
BS1215	1	0.4317	0.6536
BS1216	1	0.4165	0.6536
BS1217	1	0.5057	0.6536
BS1218	1	0.4749	0.6536
BS1219	1	0.5097	0.6536
BS1220	1	0.4217	0.6536
BS1221	1	0.4463	0.6536
BS1222	1	0.5311	0.6536
BS1223	1	0.5359	0.6536
BS1224	1	0.5281	0.6536
BS1225	1	0.5685	0.6536
BS1226	1	0.4837	0.6536
BS1227	1	0.5588	0.6536
BS1228	1	0.4779	0.6536
BS1229	1	0.4643	0.6536
BS1230	1	0.4668	0.6536
BS1231	1	0.4595	0.6536
BS1232	1	0.471	0.6536
BS1233	1	0.4395	0.6536
BS1234	1	0.4311	0.6536
BS1235	1	0.4493	0.6536
BS1236	1	0.4825	0.6536
BS1237	1	0.5185	0.6536
BS1238	1	0.4702	0.6536
BS1239	1	0.5082	0.6536
BS1240	1	0.545	0.6536
BS1241	1	0.464	0.6536
BS1242	1	0.5562	0.6536
BS1243	1	0.5037	0.6536
BS1244	1	0.5717	0.6536
BS1245	1	0.5021	0.6536
BS1246	1	0.5438	0.6536
BS1247	1	0.4812	0.6536
BS1248	1	0.4253	0.6536
BS1249	1	0.4788	0.6536
BS1250	1	0.5222	0.6536
BS1251	1	0.5242	0.6536
BS1252	1	0.5228	0.6536
BS1253	1	0.5533	0.6536
BS1254	1	0.4922	0.6536
BS1255	1	0.4517	0.6536
BS1256	1	0.5363	0.6536
BS1257	1	0.3507	0.6536
BS1258	1	0.5626	0.6536
BS1259	1	0.5913	0.6536
BS1260	1	0.5052	0.6536
BS1261	1	0.5744	0.6536
BS1262	1	0.5777	0.6536
BS1263	1	0.5815	0.6536
BS1264	1	0.5806	0.6536
BS1265	1	0.5178	0.6536
BS1266	1	0.5664	0.6536
BS1267	1	0.5797	0.6536
BS1268	1	0.2868	0.6536
BS1269	1	0.5577	0.6536
BS1270	1	0.4049	0.6536
BS1271	1	0.5835	0.6536
BS1272	1	0.5604	0.6536
BS1273	1	0.5514	0.6536
BS1274	1	0.5457	0.6536
BS1275	1	0.5054	0.6536
BS1276	1	0.5664	0.6536
BS1277	1	0.5733	0.6536
BS1278	1	0.467	0.6536
BS1279	1	0.5826	0.6536
BS1280	1	0.4198	0.6536
BS1281	1	0.5734	0.6536
BS1282	1	0.4667	0.6536
BS1283	1	0.4474	0.6536
BS1284	1	0.573	0.6536
BS1285	1	0.5827	0.6536
BS1286	1	0.4999	0.6536
BS1287	1	0.5929	0.6536
BS1288	1	0.5333	0.6536
BS1289	1	0.4434	0.6536
BS1290	1	0.5197	0.6536
BS1291	1	0.4926	0.6536
BS1292	1	0.535	0.6536
BS1293	1	0.5332	0.6536
BS1294	1	0.5431	0.6536
BS1295	1	0.3617	0.6536
BS1296	1	0.5788	0.6536
BS1297	1	0.5772	0.6536
BS1298	1	0.4119	0.6536
BS1299	1	0.4477	0.6536
BS1300	1	0.4845	0.6536
BS1301	1	0.4879	0.6536
BS1302	1	0.5617	0.6536
BS1303	1	0.4604	0.6536
BS1304	1	0.4135	0.6536
BS1305	1	0.5277	0.6536
BS1306	1	0.5425	0.6536
BS1307	1	0.4958	0.6536
BS1308	1	0.451	0.6536
BS1309	1	0.5018	0.6536
BS1310	1	0.4763	0.6536
BS1311	1	0.4278	0.6536
BS1312	1	0.4891	0.6536
BS1313	1	0.393	0.6536
BS1314	1	0.4113	0.6536
BS1315	1	0.4753	0.6536
BS1316	1	0.4408	0.6536
BS1317	1	0.5014	0.6536
BS1318	1	0.4834	0.6536
BS1319	1	0.5198	0.6536
BS1320	1	0.4865	0.6536
BS1321	1	0.4737	0.6536
BS1322	1	0.5521	0.6536
BS1323	1	0.52	0.6536
BS1324	1	0.4768	0.6536
BS1325	1	0.5207	0.6536
BS1326	1	0.5088	0.6536
BS1327	1	0.4657	0.6536
BS1328	1	0.5855	0.6536
BS1329	1	0.4647	0.6536
BS1330	1	0.5246	0.6536
BS1331	1	0.4529	0.6536
BS1332	1	0.4016	0.6536
BS1333	1	0.4656	0.6536
BS1334	1	0.4441	0.6536
BS1335	1	0.509	0.6536
BS1336	1	0.5533	0.6536
BS1337	1	0.4742	0.6536
BS1338	1	0.4507	0.6536
BS1339	1	0.4695	0.6536
BS1340	1	0.4856	0.6536
BS1341	1	0.4451	0.6536
BS1342	1	0.4825	0.6536
BS1343	1	0.3946	0.6536
BS1344	1	0.5108	0.6536
BS1345	1	0.5588	0.6536
BS1346	1	0.4872	0.6536
BS1347	1	0.5488	0.6536
BS1348	1	0.5297	0.6536
BS1349	1	0.56	0.6536
BS1350	1	0.5908	0.6536
BS1351	1	0.5232	0.6536
BS1352	1	0.5543	0.6536
BS1353	1	0.5182	0.6536
BS1354	1	0.4923	0.6536
BS1355	1	0.5579	0.6536
BS1356	1	0.5726	0.6536
BS1357	1	0.5114	0.6536
BS1358	1	0.5569	0.6536
BS1359	1	0.5237	0.6536
BS1360	1	0.5135	0.6536
BS1361	1	0.5181	0.6536
BS1362	1	0.4889	0.6536
BS1363	1	0.561	0.6536
BS1364	1	0.4248	0.6536
BS1365	1	0.4855	0.6536
BS1366	1	0.477	0.6536
BS1367	1	0.5487	0.6536
BS1368	1	0.4809	0.6536
BS1369	1	0.5047	0.6536
BS1370	1	0.5374	0.6536
BS1371	1	0.5558	0.6536
BS1372	1	0.4954	0.6536
BS1373	1	0.4615	0.6536
BS1374	1	0.4753	0.6536
BS1375	1	0.5207	0.6536
BS1376	1	0.5336	0.6536
BS1377	1	0.5589	0.6536
BS1378	1	0.4578	0.6536
BS1379	1	0.4789	0.6536
BS1380	1	0.4373	0.6536
BS1381	1	0.4994	0.6536
BS1382	1	0.4348	0.6536
BS1383	1	0.602	0.6536
BS1384	1	0.4581	0.6536
BS1385	1	0.4567	0.6536
BS1386	1	0.4748	0.6536
BS1387	1	0.494	0.6536
BS1388	1	0.3657	0.6536
BS1389	1	0.56	0.6536
BS1390	1	0.4722	0.6536
BS1391	1	0.2671	0.6536
BS1392	1	0.507	0.6536
BS1393	1	0.3648	0.6536
BS1394	1	0.4719	0.6536
BS1395	1	0.5286	0.6536
BS1396	1	0.4624	0.6536
BS1397	1	0.5411	0.6536
BS1398	1	0.4916	0.6536
BS1399	1	0.4578	0.6536
BS1400	1	0.4846	0.6536
BS1401	1	0.4989	0.6536
BS1402	1	0.4301	0.6536
BS1403	1	0.46	0.6536
BS1404	1	0.4969	0.6536
BS1405	1	0.4454	0.6536
BS1406	1	0.3868	0.6536
BS1407	1	0.5223	0.6536
BS1408	1	0.4403	0.6536
BS1409	1	0.4353	0.6536
BS1410	1	0.5003	0.6536
BS1411	1	0.3737	0.6536
BS1412	1	0.4824	0.6536
BS1413	1	0.3816	0.6536
BS1414	1	0.5454	0.6536
BS1415	1	0.4521	0.6536
BS1416	1	0.5358	0.6536
BS1417	1	0.4928	0.6536
BS1418	1	0.5329	0.6536
BS1419	1	0.4836	0.6536
BS1420	1	0.5098	0.6536
BS1421	1	0.4885	0.6536
BS1422	1	0.4689	0.6536
BS1423	1	0.4468	0.6536
BS1424	1	0.5278	0.6536
BS1425	1	0.5034	0.6536
BS1426	1	0.4489	0.6536
BS1427	1	0.4001	0.6536
BS1428	1	0.5293	0.6536
BS1429	1	0.4372	0.6536
BS1430	1	0.4778	0.6536
BS1431	1	0.4591	0.6536
BS1432	1	0.4634	0.6536
BS1433	1	0.4948	0.6536
BS1434	1	0.5313	0.6536
BS1435	1	0.5438	0.6536
BS1436	1	0.5448	0.6536
BS1437	1	0.4111	0.6536
BS1438	1	0.5564	0.6536
BS1439	1	0.4348	0.6536
BS1440	1	0.574	0.6536
BS1441	1	0.4264	0.6536
BS1442	1	0.4526	0.6536
BS1443	1	0.4392	0.6536
BS1444	1	0.5314	0.6536
BS1445	1	0.4693	0.6536
BS1446	1	0.4867	0.6536
BS1447	1	0.493	0.6536
BS1448	1	0.5852	0.6536
BS1449	1	0.4683	0.6536
BS1450	1	0.4333	0.6536
BS1451	1	0.3346	0.6536
BS1452	1	0.3528	0.6536
BS1453	1	0.4838	0.6536
BS1454	1	0.4478	0.6536
BS1455	1	0.4158	0.6536
BS1456	1	0.3801	0.6536
BS1457	1	0.4678	0.6536
BS1458	1	0.4229	0.6536
BS1459	1	0.4444	0.6536
BS1460	1	0.4845	0.6536
BS1461	1	0.4096	0.6536
BS1462	1	0.4702	0.6536
BS1463	1	0.4017	0.6536
BS1464	1	0.5106	0.6536
BS1465	1	0.4776	0.6536
BS1466	1	0.5224	0.6536
BS1467	1	0.4899	0.6536
BS1468	1	0.5506	0.6536
BS1469	1	0.5691	0.6536
BS1470	1	0.4426	0.6536
BS1471	1	0.5412	0.6536
BS1472	1	0.5507	0.6536
BS1473	1	0.5002	0.6536
BS1474	1	0.527	0.6536
BS1475	1	0.426	0.6536
BS1476	1	0.4411	0.6536
BS1477	1	0.4711	0.6536
BS1478	1	0.5249	0.6536
BS1479	1	0.4789	0.6536
BS1480	1	0.5853	0.6536
BS1481	1	0.4549	0.6536
BS1482	1	0.5421	0.6536
BS1483	1	0.5558	0.6536
BS1484	1	0.547	0.6536
BS1485	1	0.4711	0.6536
BS1486	1	0.5723	0.6536
BS1487	1	0.4414	0.6536
BS1488	1	0.4806	0.6536
BS1489	1	0.4396	0.6536
BS1490	1	0.5354	0.6536
BS1491	1	0.4481	0.6536
BS1492	1	0.3888	0.6536
BS1493	1	0.4912	0.6536
BS1494	1	0.2866	0.6536
BS1495	1	0.5444	0.6536
BS1496	1	0.4119	0.6536
BS1497	1	0.5521	0.6536
BS1498	1	0.4935	0.6536
BS1499	1	0.4414	0.6536
BS1500	1	0.488	0.6536
BS1501	1	0.551	0.6536
BS1502	1	0.4693	0.6536
BS1503	1	0.4968	0.6536
BS1504	1	0.5657	0.6536
BS1505	1	0.3688	0.6536
BS1506	1	0.4481	0.6536
BS1507	1	0.5311	0.6536
BS1508	1	0.3941	0.6536
BS1509	1	0.4825	0.6536
BS1510	1	0.3877	0.6536
BS1511	1	0.4044	0.6536
BS1512	1	0.3335	0.6536
BS1513	1	0.4604	0.6536
BS1514	1	0.6025	0.6536
BS1515	1	0.5537	0.6536
BS1516	1	0.5148	0.6536
BS1517	1	0.4498	0.6536
BS1518	1	0.5103	0.6536
BS1519	1	0.5787	0.6536
BS1520	1	0.4522	0.6536
BS1521	1	0.4955	0.6536
BS1522	1	0.4775	0.6536
BS1523	1	0.5156	0.6536
BS1524	1	0.5248	0.6536
BS1525	1	0.5078	0.6536
BS1526	1	0.4183	0.6536
BS1527	1	0.5016	0.6536
BS1528	1	0.4774	0.6536
BS1529	1	0.4508	0.6536
BS1530	1	0.5265	0.6536
BS1531	1	0.518	0.6536
BS1532	1	0.3822	0.6536
BS1533	1	0.4379	0.6536
BS1534	1	0.5345	0.6536
BS1535	1	0.5716	0.6536
BS1536	1	0.5172	0.6536
BS1537	1	0.4706	0.6536
BS1538	1	0.5135	0.6536
BS1539	1	0.409	0.6536
BS1540	1	0.4482	0.6536
BS1541	1	0.5206	0.6536
BS1542	1	0.4733	0.6536
BS1543	1	0.454	0.6536
BS1544	1	0.5529	0.6536
BS1545	1	0.4617	0.6536
BS1546	1	0.47	0.6536
BS1547	1	0.3527	0.6536
BS1548	1	0.5034	0.6536
BS1549	1	0.5034	0.6536
BS1550	1	0.4678	0.6536
BS1551	1	0.4209	0.6536
BS1552	1	0.5633	0.6536
BS1553	1	0.4914	0.6536
BS1554	1	0.5276	0.6536
BS1555	1	0.4527	0.6536
BS1556	1	0.5576	0.6536
BS1557	1	0.5474	0.6536
BS1558	1	0.3906	0.6536
BS1559	1	0.4655	0.6536
BS1560	1	0.5378	0.6536
BS1561	1	0.4799	0.6536
BS1562	1	0.5078	0.6536
BS1563	1	0.4805	0.6536
BS1564	1	0.4697	0.6536
BS1565	1	0.4755	0.6536
BS1566	1	0.4888	0.6536
BS1567	1	0.5002	0.6536
BS1568	1	0.399	0.6536
BS1569	1	0.527	0.6536
BS1570	1	0.4783	0.6536
BS1571	1	0.4797	0.6536
BS1572	1	0.5607	0.6536
BS1573	1	0.4977	0.6536
BS1574	1	0.5285	0.6536
BS1575	1	0.4182	0.6536
BS1576	1	0.4708	0.6536
BS1577	1	0.5106	0.6536
BS1578	1	0.5909	0.6536
BS1579	1	0.1905	0.6536
BS1580	1	0.5761	0.6536
BS1581	1	0.4084	0.6536
BS1582	1	0.5275	0.6536
BS1583	1	0.1934	0.6536
BS1584	1	0.1852	0.6536
BS1585	1	0.1445	0.6536
BS1586	1	0.2007	0.6536
BS1587	1	0.4893	0.6536
BS1588	1	0.5172	0.6536
BS1589	1	0.6352	0.6536
BS1590	1	0.6226	0.6536
BS1591	1	0.5983	0.6536
BS1592	1	0.4811	0.6536
BS1593	1	0.4351	0.6536
BS1594	1	0.5349	0.6536
BS1595	1	0.5705	0.6536
BS1596	1	0.1161	0.6536
BS1597	1	0.5152	0.6536
BS1598	1	0.577	0.6536
BS1599	1	0.6055	0.6536
BS1600	1	0.1466	0.6536
BS1601	1	0.5364	0.6536
BS1602	1	0.5905	0.6536
BS1603	1	0.4536	0.6536
BS1604	1	0.5199	0.6536
BS1605	1	0.4632	0.6536
BS1606	1	0.3887	0.6536
BS1607	1	0.5452	0.6536
BS1608	1	0.4069	0.6536
BS1609	1	0.4495	0.6536
BS1610	1	0.4814	0.6536
BS1611	1	0.6152	0.6536
BS1612	1	0.3984	0.6536
BS1613	1	0.5279	0.6536
BS1614	1	0.4671	0.6536
BS1615	1	0.4444	0.6536
BS1616	1	0.4484	0.6536
BS1617	1	0.4232	0.6536
BS1618	1	0.5269	0.6536
BS1619	1	0.4956	0.6536
BS1620	1	0.6008	0.6536
BS1621	1	0.5555	0.6536
BS1622	1	0.523	0.6536
BS1623	1	0.3881	0.6536
BS1624	1	0.5315	0.6536
BS1625	1	0.5866	0.6536
BS1626	1	0.3434	0.6536
BS1627	1	0.4606	0.6536
BS1628	1	0.395	0.6536
BS1629	1	0.2844	0.6536
BS1630	1	0.3304	0.6536
BS1631	1	0.4976	0.6536
BS1632	1	0.5354	0.6536
BS1633	1	0.4031	0.6536
BS1634	1	0.3389	0.6536
BS1635	1	0.5291	0.6536
BS1636	1	0.3925	0.6536
BS1637	1	0.5398	0.6536
BS1638	1	0.4015	0.6536
BS1639	1	0.5628	0.6536
BS1640	1	0.4693	0.6536
BS1641	1	0.4974	0.6536
BS1642	1	0.5137	0.6536
BS1643	1	0.4934	0.6536
BS1644	1	0.5346	0.6536
BS1645	1	0.5775	0.6536
BS1646	1	0.5036	0.6536
BS1647	1	0.4798	0.6536
BS1648	1	0.4713	0.6536
BS1649	1	0.5469	0.6536
BS1650	1	0.516	0.6536
BS1651	1	0.5247	0.6536
BS1652	1	0.6126	0.6536
BS1653	1	0.3529	0.6536
BS1654	1	0.5914	0.6536
BS1655	1	0.5349	0.6536
BS1656	1	0.5639	0.6536
BS1657	1	0.4504	0.6536
BS1658	1	0.4157	0.6536
BS1659	1	0.367	0.6536
BS1660	1	0.5878	0.6536
BS1661	1	0.4193	0.6536
BS1662	1	0.4071	0.6536
BS1663	1	0.3774	0.6536
BS1664	1	0.5057	0.6536
BS1665	1	0.4009	0.6536
BS1666	1	0.4641	0.6536
BS1667	1	0.5406	0.6536
BS1668	1	0.4856	0.6536
BS1669	1	0.5398	0.6536
BS1670	1	0.3876	0.6536
BS1671	1	0.4427	0.6536
BS1672	1	0.433	0.6536
BS1673	1	0.5093	0.6536
BS1674	1	0.5163	0.6536
BS1675	1	0.5223	0.6536
BS1676	1	0.5546	0.6536
BS1677	1	0.5026	0.6536
BS1678	1	0.5052	0.6536
BS1679	1	0.5027	0.6536
BS1680	1	0.506	0.6536
BS1681	1	0.521	0.6536
BS1682	1	0.5922	0.6536
BS1683	1	0.5055	0.6536
BS1684	1	0.5952	0.6536
BS1685	1	0.4618	0.6536
BS1686	1	0.5443	0.6536
BS1687	1	0.5459	0.6536
BS1688	1	0.5937	0.6536
BS1689	1	0.5167	0.6536
BS1690	1	0.4974	0.6536
BS1691	1	0.4708	0.6536
BS1692	1	0.4063	0.6536
BS1693	1	0.4936	0.6536
BS1694	1	0.5933	0.6536
BS1695	1	0.1149	0.6536
BS1696	1	0.4859	0.6536
BS1697	1	0.5593	0.6536
BS1698	1	0.5098	0.6536
BS1699	1	0.6099	0.6536
BS1700	1	0.5168	0.6536
BS1701	1	0.4884	0.6536
BS1702	1	0.5995	0.6536
BS1703	1	0.636	0.6536
BS1704	1	0.5747	0.6536
BS1705	1	0.5982	0.6536
BS1706	1	0.3791	0.6536
BS1707	1	0.6447	0.6536
BS1708	1	0.5008	0.6536
BS1709	1	0.572	0.6536
BS1710	1	0.6279	0.6536
BS1711	1	0.5334	0.6536
BS1712	1	0.4976	0.6536
BS1713	1	0.5242	0.6536
BS1714	1	0.3361	0.6536
BS1715	1	0.5128	0.6536
BS1716	1	0.5461	0.6536
BS1717	1	0.492	0.6536
BS1718	1	0.4151	0.6536
BS1719	1	0.5079	0.6536
BS1720	1	0.5427	0.6536
BS1721	1	0.4078	0.6536
BS1722	1	0.591	0.6536
BS1723	1	0.5219	0.6536
BS1724	1	0.5576	0.6536
BS1725	1	0.637	0.6536
BS1726	1	0.4911	0.6536
BS1727	1	0.3977	0.6536
BS1728	1	0.5209	0.6536
BS1729	1	0.3159	0.6536
BS1730	1	0.3552	0.6536
BS1731	1	0.3412	0.6536
BS1732	1	0.5473	0.6536
BS1733	1	0.471	0.6536
BS1734	1	0.4773	0.6536
BS1735	1	0.6	0.6536
BS1736	1	0.5189	0.6536
BS1737	1	0.4882	0.6536
BS1738	1	0.3561	0.6536
BS1739	1	0.3536	0.6536
BS1740	1	0.3949	0.6536
BS1741	1	0.4905	0.6536
BS1742	1	0.1555	0.6536
BS1743	1	0.4875	0.6536
BS1744	1	0.5658	0.6536
BS1745	1	0.466	0.6536
BS1746	1	0.5911	0.6536
BS1747	1	0.4602	0.6536
BS1748	1	0.5785	0.6536
BS1749	1	0.4722	0.6536
BS1750	1	0.4875	0.6536
BS1751	1	0.4729	0.6536
BS1752	1	0.6486	0.6536
BS1753	1	0.4813	0.6536
BS1754	1	0.5926	0.6536
BS1755	1	0.5938	0.6536
BS1756	1	0.442	0.6536
BS1757	1	0.4987	0.6536
BS1758	1	0.4966	0.6536
BS1759	1	0.4108	0.6536
BS1760	1	0.5172	0.6536
BS1761	1	0.5939	0.6536
BS1762	1	0.5027	0.6536
BS1763	1	0.4745	0.6536
BS1764	1	0.5819	0.6536
BS1765	1	0.4429	0.6536
BS1766	1	0.4911	0.6536
BS1767	1	0.4936	0.6536
BS1768	1	0.377	0.6536
BS1769	1	0.5418	0.6536
BS1770	1	0.5652	0.6536
BS1771	1	0.4553	0.6536
BS1772	1	0.4792	0.6536
BS1773	1	0.4962	0.6536
BS1774	1	0.3586	0.6536
BS1775	1	0.498	0.6536
BS1776	1	0.4662	0.6536
BS1777	1	0.4614	0.6536
BS1778	1	0.482	0.6536
BS1779	1	0.5075	0.6536
BS1780	1	0.5468	0.6536
BS1781	1	0.6069	0.6536
BS1782	1	0.4727	0.6536
BS1783	1	0.4762	0.6536
BS1784	1	0.5373	0.6536
BS1785	1	0.5655	0.6536
BS1786	1	0.6244	0.6536
BS1787	1	0.2872	0.6536
BS1788	1	0.5972	0.6536
BS1789	1	0.3531	0.6536
BS1790	1	0.4013	0.6536
BS1791	1	0.3114	0.6536
BS1792	1	0.5215	0.6536
BS1793	1	0.5092	0.6536
BS1794	1	0.2413	0.6536
BS1795	1	0.1594	0.6536
BS1796	1	0.319	0.6536
BS1797	1	0.1542	0.6536
BS1798	1	0.4734	0.6536
BS1799	1	0.566	0.6536
BS1800	1	0.5983	0.6536
BS1801	1	0.3905	0.6536
BS1802	1	0.4221	0.6536
BS1803	1	0.5894	0.6536
BS1804	1	0.3396	0.6536
BS1805	1	0.3666	0.6536
BS1806	1	0.4343	0.6536
BS1807	1	0.4419	0.6536
BS1808	1	0.5193	0.6536
BS1809	1	0.5451	0.6536
BS1810	1	0.5792	0.6536
BS1811	1	0.5526	0.6536
BS1812	1	0.5612	0.6536
BS1813	1	0.4764	0.6536
BS1814	1	0.4316	0.6536
BS1815	1	0.315	0.6536
BS1816	1	0.5579	0.6536
BS1817	1	0.4912	0.6536
BS1818	1	0.4997	0.6536
BS1819	1	0.4846	0.6536
BS1820	1	0.4944	0.6536
BS1821	1	0.5287	0.6536
BS1822	1	0.4817	0.6536
BS1823	1	0.4893	0.6536
BS1824	1	0.5484	0.6536
BS1825	1	0.5691	0.6536
BS1826	1	0.5949	0.6536
BS1827	1	0.5279	0.6536
BS1828	1	0.5254	0.6536
BS1829	1	0.4183	0.6536
BS1830	1	0.5334	0.6536
BS1831	1	0.5268	0.6536
BS1832	1	0.5116	0.6536
BS1833	1	0.5377	0.6536
BS1834	1	0.583	0.6536
BS1835	1	0.4679	0.6536
BS1836	1	0.5591	0.6536
BS1837	1	0.5271	0.6536
BS1838	1	0.5203	0.6536
BS1839	1	0.5065	0.6536
BS1840	1	0.5213	0.6536
BS1841	1	0.6111	0.6536
BS1842	1	0.5246	0.6536
BS1843	1	0.3529	0.6536
BS1844	1	0.5358	0.6536
BS1845	1	0.4655	0.6536
BS1846	1	0.5428	0.6536
BS1847	1	0.3361	0.6536
BS1848	1	0.5903	0.6536
BS1849	1	0.4769	0.6536
BS1850	1	0.4208	0.6536
BS1851	1	0.3225	0.6536
BS1852	1	0.5796	0.6536
BS1853	1	0.4684	0.6536
BS1854	1	0.6036	0.6536
BS1855	1	0.3839	0.6536
BS1856	1	0.4743	0.6536
BS1857	1	0.3963	0.6536
BS1858	1	0.5191	0.6536
BS1859	1	0.5368	0.6536
BS1860	1	0.526	0.6536
BS1861	1	0.5498	0.6536
BS1862	1	0.3449	0.6536
BS1863	1	0.3582	0.6536
BS1864	1	0.4497	0.6536
BS1865	1	0.5203	0.6536
BS1866	1	0.5408	0.6536
BS1867	1	0.4484	0.6536
BS1868	1	0.611	0.6536
BS1869	1	0.4125	0.6536
BS1870	1	0.5697	0.6536
BS1871	1	0.4049	0.6536
BS1872	1	0.3177	0.6536
BS1873	1	0.1747	0.6536
BS1874	1	0.4937	0.6536
BS1875	1	0.581	0.6536
BS1876	1	0.5679	0.6536
BS1877	1	0.1875	0.6536
BS1878	1	0.4979	0.6536
BS1879	1	0.5309	0.6536
BS1880	1	0.1541	0.6536
BS1881	1	0.3538	0.6536
BS1882	1	0.1804	0.6536
BS1883	1	0.545	0.6536
BS1884	1	0.3496	0.6536
BS1885	1	0.1528	0.6536
BS1886	1	0.4007	0.6536
BS1887	1	0.5256	0.6536
BS1888	1	0.4729	0.6536
BS1889	1	0.5106	0.6536
BS1890	1	0.488	0.6536
BS1891	1	0.4055	0.6536
BS1892	1	0.5655	0.6536
BS1893	1	0.5805	0.6536
BS1894	1	0.4026	0.6536
BS1895	1	0.4575	0.6536
BS1896	1	0.4308	0.6536
BS1897	1	0.5985	0.6536
BS1898	1	0.056	0.6536
BS1899	1	0.5102	0.6536
BS1900	1	0.4775	0.6536
BS1901	1	0.2321	0.6536
BS1902	1	0.318	0.6536
BS1903	1	0.4762	0.6536
BS1904	1	0.3591	0.6536
BS1905	1	0.5041	0.6536
BS1906	1	0.4523	0.6536
BS1907	1	0.3519	0.6536
BS1908	1	0.3692	0.6536
BS1909	1	0.1704	0.6536
BS1910	1	0.3461	0.6536
BS1911	1	0.4121	0.6536
BS1912	1	0.5192	0.6536
BS1913	1	0.4482	0.6536
BS1914	1	0.4039	0.6536
BS1915	1	0.1682	0.6536
BS1916	1	0.3692	0.6536
BS1917	1	0.3632	0.6536
BS1918	1	0.0692	0.6536
BS1919	1	0.4249	0.6536
BS1920	1	0.3642	0.6536
BS1921	1	0.3766	0.6536
BS1922	1	0.3693	0.6536
BS1923	1	0.4377	0.6536
BS1924	1	0.1557	0.6536
BS1925	1	0.4599	0.6536
BS1926	1	0.4795	0.6536
BS1927	1	0.4115	0.6536
BS1928	1	0.4125	0.6536
BS1929	1	0.4573	0.6536
BS1930	1	0.3955	0.6536
BS1931	1	0.402	0.6536
BS1932	1	0.434	0.6536
BS1933	1	0.4669	0.6536
BS1934	1	0.4018	0.6536
BS1935	1	0.3467	0.6536
BS1936	1	0.3677	0.6536
BS1937	1	0.3502	0.6536
BS1938	1	0.4788	0.6536
BS1939	1	0.3861	0.6536
BS1940	1	0.4423	0.6536
BS1941	1	0.3551	0.6536
BS1942	1	0.4429	0.6536
BS1943	1	0.3741	0.6536
BS1944	1	0.4261	0.6536
BS1945	1	0.402	0.6536
BS1946	1	0.4252	0.6536
BS1947	1	0.462	0.6536
BS1948	1	0.3982	0.6536
BS1949	1	0.3959	0.6536
BS1950	1	0.4719	0.6536
BS1951	1	0.4054	0.6536
BS1952	1	0.3689	0.6536
BS1953	1	0.4719	0.6536
BS1954	1	0.3748	0.6536
BS1955	1	0.4227	0.6536
BS1956	1	0.4259	0.6536
BS1957	1	0.3816	0.6536
BS1958	1	0.1585	0.6536
BS1959	1	0.5375	0.6536
BS1960	1	0.4879	0.6536
BS1961	1	0.3389	0.6536
BS1962	1	0.468	0.6536
BS1963	1	0.492	0.6536
BS1964	1	0.4048	0.6536
BS1965	1	0.3946	0.6536
BS1966	1	0.404	0.6536
BS1967	1	0.4566	0.6536
BS1968	1	0.5343	0.6536
BS1969	1	0.3623	0.6536
BS1970	1	0.4652	0.6536
BS1971	1	0.4174	0.6536
BS1972	1	0.55	0.6536
BS1973	1	0.4431	0.6536
BS1974	1	0.4263	0.6536
BS1975	1	0.4818	0.6536
BS1976	1	0.4092	0.6536
BS1977	1	0.3509	0.6536
BS1978	1	0.5207	0.6536
BS1979	1	0.417	0.6536
BS1980	1	0.4115	0.6536
